Crop,Nitrogen_N,Phosphorus_P,Potassium_K,pH,Rainfall_mm,Temperature_C,Humidity_percent,Land_Size_hectares,Scheme
Chickpea,28.0,60.5,77.0,8.0,75.6,18.1,16.8,4.15,Fasal Bima Yojana
Mungbean,17.8,39.9,15.2,7.1,58.6,29.2,82.5,1.2,Soil Health Card
Watermelon,95.7,15.3,47.0,6.3,54.5,25.6,88.6,1.79,Fasal Bima Yojana
Coffee,85.7,29.5,34.9,6.5,131.5,23.9,57.0,2.05,State Subsidy A
Banana,103.4,87.2,47.9,5.5,116.6,27.0,77.1,3.03,Fasal Bima Yojana
Grapes,15.9,128.4,204.9,5.7,71.0,18.5,81.6,3.29,None
Mothbeans,23.5,54.8,16.4,6.5,54.4,26.0,63.3,3.18,State Subsidy A
Orange,29.6,21.5,10.5,7.1,100.8,15.5,92.4,1.87,State Subsidy A
Maize,76.2,59.6,18.9,6.5,100.2,23.4,74.1,1.03,Paramparagat Krishi
Mango,27.2,29.4,33.6,4.9,88.7,32.6,46.3,1.47,PM-Kisan
Pomegranate,35.9,16.0,35.4,6.4,101.0,19.6,86.2,3.35,Paramparagat Krishi
Banana,103.6,87.1,48.7,5.7,107.1,25.3,76.8,3.38,PM-Kisan
Rice,77.1,45.3,36.5,7.4,228.3,20.5,88.0,2.36,None
Pomegranate,24.4,15.4,35.6,5.7,110.3,18.6,87.6,1.87,PM-Kisan
Muskmelon,94.8,27.1,48.2,6.6,26.1,29.6,93.8,5.1,Paramparagat Krishi
Muskmelon,117.0,17.6,47.7,6.3,21.6,29.7,90.3,3.45,State Subsidy A
Papaya,54.6,47.4,51.2,6.8,248.7,32.2,94.1,4.4,Kisan Credit Card
Rice,77.6,43.8,38.1,6.3,296.0,22.9,93.1,2.31,Paramparagat Krishi
Jute,65.5,40.1,41.5,7.1,180.8,23.3,72.8,3.35,Kisan Credit Card
Coconut,24.3,21.2,34.1,6.2,165.6,25.4,99.5,2.23,Kisan Credit Card
Mango,17.0,19.4,32.3,5.4,96.8,28.5,53.0,4.26,Fasal Bima Yojana
Kidneybeans,38.1,56.3,16.5,5.8,133.4,16.0,18.3,1.93,State Subsidy A
Rice,82.1,48.1,41.8,6.1,292.6,26.4,89.7,4.03,Paramparagat Krishi
Mango,33.3,33.0,26.5,6.8,86.2,29.2,51.1,2.45,Fasal Bima Yojana
Muskmelon,109.9,29.8,46.7,6.1,24.7,29.7,94.6,5.29,Paramparagat Krishi
Banana,95.7,86.5,53.5,5.8,98.3,25.5,84.7,4.69,Paramparagat Krishi
Papaya,44.6,45.5,53.7,6.7,183.6,27.8,93.4,3.47,Soil Health Card
Mango,20.0,22.6,34.7,5.4,87.0,31.8,45.2,2.06,None
Jute,82.2,54.4,36.5,6.3,159.8,25.2,81.5,3.94,Fasal Bima Yojana
Banana,85.8,79.6,47.1,6.2,115.1,26.4,83.0,3.03,Soil Health Card
Watermelon,92.8,21.9,52.5,6.1,58.1,25.1,87.8,0.96,PM-Kisan
Papaya,40.3,47.1,51.7,6.6,242.1,42.9,94.7,3.33,Kisan Credit Card
Lentil,15.5,64.9,18.2,6.0,48.3,20.7,66.9,4.85,Fasal Bima Yojana
Apple,17.0,127.9,199.8,5.7,101.2,23.3,93.7,2.4,Kisan Credit Card
Maize,85.1,54.0,16.0,6.8,106.9,19.4,58.6,0.47,Kisan Credit Card
Orange,23.4,24.7,14.0,7.4,101.6,26.4,94.6,4.75,Paramparagat Krishi
Apple,37.9,126.1,204.6,6.0,113.7,23.3,94.8,2.18,State Subsidy A
Pigeonpeas,24.7,78.7,24.6,6.8,127.1,28.4,42.2,5.35,Kisan Credit Card
Orange,33.1,19.3,8.4,6.9,118.9,17.4,94.5,0.98,Paramparagat Krishi
Rice,79.5,42.4,43.2,6.4,294.0,23.6,92.9,0.82,Soil Health Card
Chickpea,49.0,67.0,83.9,7.9,86.2,22.0,24.2,1.47,Paramparagat Krishi
Blackgram,50.1,69.8,24.7,7.3,67.6,27.9,66.6,1.59,PM-Kisan
Papaya,58.5,69.3,54.0,6.9,173.8,33.0,93.9,4.33,None
Pigeonpeas,33.9,79.1,21.6,6.8,135.3,25.7,41.9,4.44,State Subsidy A
Jute,80.4,51.7,35.1,6.5,183.4,24.4,77.4,3.29,Fasal Bima Yojana
Pigeonpeas,29.0,71.8,15.6,6.1,111.2,23.0,48.5,2.76,Fasal Bima Yojana
Coffee,82.8,24.9,27.9,6.0,176.3,26.8,51.1,3.93,Kisan Credit Card
Rice,68.3,49.9,36.1,7.3,296.2,26.7,85.6,2.27,Paramparagat Krishi
Apple,26.4,141.5,204.1,5.7,119.9,23.1,92.6,2.2,State Subsidy A
Rice,60.3,58.2,37.6,6.2,232.4,21.9,91.1,1.52,State Subsidy A
Apple,20.4,126.5,204.5,6.2,119.9,22.3,94.5,0.97,PM-Kisan
Jute,62.9,37.2,42.9,6.3,163.3,23.1,84.7,1.38,PM-Kisan
Papaya,38.0,46.4,54.3,6.8,171.7,27.2,93.3,2.29,State Subsidy A
Maize,76.3,43.8,24.3,5.6,97.6,21.7,66.5,3.02,Paramparagat Krishi
Orange,19.6,21.0,9.3,6.1,112.4,24.7,94.5,2.05,Kisan Credit Card
Grapes,17.6,131.9,201.0,6.3,66.7,14.2,79.8,1.14,State Subsidy A
Papaya,52.0,45.3,51.6,6.6,140.4,26.3,93.7,0.88,Kisan Credit Card
Orange,28.8,21.1,10.8,6.1,111.0,34.6,91.8,7.67,Soil Health Card
Coconut,31.8,23.0,28.7,5.5,190.8,25.3,93.7,1.21,Fasal Bima Yojana
Papaya,35.8,52.6,45.8,6.9,227.5,39.2,94.0,2.98,State Subsidy A
Orange,20.3,15.9,8.5,6.4,101.5,24.6,90.5,2.04,State Subsidy A
Banana,100.1,92.8,45.0,6.4,96.3,25.4,79.9,2.98,Kisan Credit Card
Kidneybeans,38.0,59.5,20.0,5.9,148.9,18.3,24.3,1.53,PM-Kisan
Cotton,103.0,59.6,18.7,6.4,60.7,22.5,69.0,2.53,Fasal Bima Yojana
Mango,20.2,26.7,31.3,4.8,95.2,32.9,51.2,4.35,PM-Kisan
Papaya,32.2,62.8,54.5,7.0,165.3,27.1,92.8,1.29,Kisan Credit Card
Papaya,50.7,64.7,46.8,6.9,181.4,25.0,92.3,3.44,None
Mothbeans,15.3,47.3,15.8,8.2,57.4,25.4,63.2,0.31,PM-Kisan
Mungbean,17.8,44.9,20.4,7.1,45.5,29.9,86.6,3.42,Soil Health Card
Coffee,110.6,24.8,30.8,6.2,193.2,25.0,69.8,3.44,Fasal Bima Yojana
Banana,118.2,71.4,45.8,5.5,94.5,29.7,84.7,1.61,Soil Health Card
Cotton,136.7,47.8,23.5,6.2,60.1,22.6,60.4,5.99,Kisan Credit Card
Watermelon,94.3,15.3,54.2,6.8,40.7,24.3,82.2,1.78,Paramparagat Krishi
Lentil,30.3,61.2,17.1,6.4,52.3,20.9,67.7,2.19,PM-Kisan
Blackgram,54.4,68.5,24.5,7.2,73.8,25.9,70.0,2.41,State Subsidy A
Mango,30.5,17.4,33.6,6.7,85.6,34.1,50.4,2.87,None
Banana,112.9,73.2,50.9,5.7,91.7,29.4,77.1,3.94,State Subsidy A
Chickpea,32.7,64.3,78.1,7.1,61.5,20.5,15.5,3.56,Paramparagat Krishi
Lentil,35.5,73.9,22.8,7.0,44.6,18.6,64.1,1.85,PM-Kisan
Banana,90.2,84.1,54.2,6.5,119.8,26.7,80.9,3.55,Fasal Bima Yojana
Cotton,120.5,36.1,16.2,7.8,64.3,25.5,51.3,1.1,Soil Health Card
Maize,80.1,51.1,15.8,6.0,70.7,19.3,72.5,5.3,Kisan Credit Card
Blackgram,56.8,79.5,18.3,7.4,62.8,25.8,64.4,3.17,Soil Health Card
Watermelon,88.4,20.1,49.9,6.9,51.1,26.2,81.3,1.79,Paramparagat Krishi
Mothbeans,24.8,42.5,20.8,5.5,46.1,26.3,42.9,4.58,Soil Health Card
Orange,33.8,25.0,6.2,6.4,118.9,19.0,92.0,4.13,Soil Health Card
Kidneybeans,20.6,78.9,22.8,5.9,100.6,15.6,28.7,2.35,Kisan Credit Card
Pigeonpeas,39.7,73.0,23.8,5.8,112.8,19.4,41.1,5.23,State Subsidy A
Jute,60.4,52.6,41.5,6.6,169.7,23.4,78.3,1.44,Kisan Credit Card
Grapes,26.7,123.8,195.8,5.6,72.9,11.8,79.1,1.53,State Subsidy A
Jute,71.0,42.6,41.2,6.3,186.3,23.7,86.2,0.92,Kisan Credit Card
Orange,32.2,17.2,5.1,7.4,105.4,25.2,92.9,1.28,State Subsidy A
Mothbeans,24.2,37.1,20.3,5.3,44.4,24.9,53.5,5.4,Paramparagat Krishi
Mothbeans,39.5,47.2,20.2,6.4,63.9,25.3,58.3,5.15,Soil Health Card
Chickpea,41.0,67.6,79.8,8.0,77.0,22.0,17.1,0.92,Paramparagat Krishi
Pigeonpeas,36.0,79.9,21.8,5.5,146.8,21.2,54.3,2.18,Soil Health Card
Papaya,45.5,47.4,54.1,6.8,236.3,42.1,92.7,4.78,Fasal Bima Yojana
Mungbean,21.1,55.3,19.1,6.4,36.5,27.6,83.0,2.61,Kisan Credit Card
Papaya,41.6,63.7,49.2,6.8,124.0,31.9,90.3,2.98,Soil Health Card
Papaya,40.9,51.2,45.3,6.8,228.1,31.4,93.3,0.88,Kisan Credit Card
Muskmelon,117.0,27.2,49.3,6.1,26.1,27.6,90.0,1.84,Soil Health Card
Lentil,17.5,75.6,16.0,7.3,54.6,24.3,60.6,3.25,State Subsidy A
Mango,25.0,16.6,32.1,6.7,99.1,29.5,48.3,1.77,PM-Kisan
Lentil,17.6,61.5,17.8,6.4,50.6,25.7,62.1,1.61,Soil Health Card
Papaya,54.4,55.3,54.0,6.6,127.0,38.6,90.5,4.8,Fasal Bima Yojana
Chickpea,55.8,71.5,77.8,6.1,82.3,17.8,24.3,1.83,State Subsidy A
Blackgram,52.9,64.8,21.8,6.9,70.8,26.1,61.2,3.48,Soil Health Card
Apple,27.8,130.0,201.0,5.9,101.2,22.1,90.2,4.52,PM-Kisan
Mothbeans,22.2,39.4,18.9,8.1,42.2,27.5,42.0,1.46,PM-Kisan
Pomegranate,32.3,17.7,40.3,5.6,105.7,22.0,88.7,3.58,Paramparagat Krishi
Mungbean,17.8,53.7,23.0,7.0,39.2,28.9,88.1,5.67,Kisan Credit Card
Watermelon,111.7,23.7,51.5,6.7,57.2,25.3,88.0,5.28,PM-Kisan
Coffee,111.2,25.2,35.0,7.3,188.7,28.0,59.9,4.6,Fasal Bima Yojana
Grapes,17.0,134.9,198.4,5.9,73.5,19.6,79.5,2.41,Kisan Credit Card
Orange,22.3,28.7,6.9,6.6,104.8,21.1,90.0,2.4,Fasal Bima Yojana
Lentil,32.5,58.5,22.8,6.4,51.5,20.7,67.0,4.78,None
Maize,70.1,54.5,18.4,6.1,100.8,22.0,65.3,3.22,PM-Kisan
Chickpea,28.6,79.5,80.0,6.1,60.9,21.0,16.9,5.66,State Subsidy A
Blackgram,49.6,73.5,17.7,7.5,60.5,27.5,64.8,0.91,PM-Kisan
Mango,31.0,28.2,25.5,5.2,89.9,34.9,53.4,3.25,PM-Kisan
Coffee,106.4,18.7,27.6,6.6,127.6,27.1,60.6,2.53,Fasal Bima Yojana
Jute,83.9,45.4,38.2,6.6,193.6,25.3,78.7,1.99,PM-Kisan
Pomegranate,33.8,24.3,41.6,5.7,117.5,19.0,88.6,6.0,PM-Kisan
Jute,69.1,59.6,39.8,6.1,193.4,23.1,73.1,2.03,Fasal Bima Yojana
Blackgram,37.8,57.5,16.4,7.2,70.3,25.1,62.8,2.43,PM-Kisan
Watermelon,102.0,16.5,53.6,6.3,41.1,26.3,89.3,2.6,Fasal Bima Yojana
Coffee,91.8,17.2,32.1,6.5,122.0,24.8,56.6,0.7,PM-Kisan
Muskmelon,115.2,26.9,47.1,6.4,23.9,29.8,93.2,0.31,Kisan Credit Card
Papaya,31.4,62.8,49.9,6.6,120.8,35.7,94.3,3.53,None
Coffee,108.5,25.9,33.0,6.8,150.4,27.0,50.9,0.86,Paramparagat Krishi
Pomegranate,37.9,15.4,44.7,6.7,115.4,23.7,85.3,0.97,PM-Kisan
Jute,71.9,59.8,40.5,7.3,152.7,23.4,80.0,7.63,Kisan Credit Card
Maize,97.7,39.2,17.4,5.9,85.2,22.9,56.4,2.75,Paramparagat Krishi
Rice,78.6,42.9,40.9,7.5,278.5,21.9,92.7,2.69,Soil Health Card
Banana,92.3,78.2,53.0,6.4,113.5,28.5,83.7,6.01,Paramparagat Krishi
Cotton,123.4,49.7,18.2,6.1,63.3,25.4,61.6,1.37,Kisan Credit Card
Cotton,131.9,37.6,18.8,6.5,60.7,22.6,67.7,7.23,Paramparagat Krishi
Watermelon,110.2,29.1,51.3,6.5,43.5,25.8,85.7,1.85,Soil Health Card
Mungbean,36.3,46.8,16.4,7.1,40.5,28.6,87.6,1.01,State Subsidy A
Coffee,118.8,22.4,25.7,6.2,161.5,27.3,51.8,2.01,Paramparagat Krishi
Coffee,95.4,18.4,26.0,6.1,110.1,23.2,63.4,1.39,PM-Kisan
Mothbeans,23.1,47.8,17.3,6.8,64.5,29.8,51.8,4.04,Fasal Bima Yojana
Cotton,132.1,53.6,21.1,7.7,70.5,23.8,51.9,2.01,Kisan Credit Card
Muskmelon,108.0,26.4,54.8,6.1,21.3,29.2,90.3,1.24,PM-Kisan
Rice,66.6,53.9,40.5,6.9,234.1,23.3,91.5,3.8,PM-Kisan
Grapes,25.3,129.3,201.6,5.5,65.6,9.4,83.0,1.2,Kisan Credit Card
Muskmelon,91.9,15.3,51.2,6.5,28.1,30.0,94.6,3.04,Soil Health Card
Chickpea,20.9,60.1,84.1,7.4,83.9,18.7,15.4,4.5,None
Mango,16.3,24.8,32.0,6.0,95.0,29.7,52.4,3.22,Soil Health Card
Cotton,111.3,35.4,23.6,6.2,76.9,24.8,63.1,6.05,Fasal Bima Yojana
Rice,82.7,38.6,40.6,7.1,285.8,25.9,88.5,1.17,Kisan Credit Card
Maize,79.9,52.8,22.8,7.0,88.5,19.3,69.5,0.71,Kisan Credit Card
Rice,72.1,58.8,39.6,7.5,223.5,25.4,93.5,2.84,None
Orange,28.9,22.1,7.0,7.3,112.3,33.6,94.2,2.67,State Subsidy A
Orange,16.4,29.3,13.6,7.2,102.2,20.0,90.2,3.01,State Subsidy A
Mango,22.6,31.4,27.1,5.4,91.0,33.2,52.2,5.55,Soil Health Card
Orange,18.0,26.1,9.4,6.7,100.3,20.1,90.1,1.04,Kisan Credit Card
Kidneybeans,21.3,74.4,17.6,5.6,104.0,18.0,28.9,1.44,State Subsidy A
Blackgram,37.8,74.3,15.0,7.3,68.4,29.7,69.0,5.78,Kisan Credit Card
Mango,38.6,21.6,28.9,6.0,86.7,34.3,53.5,4.31,State Subsidy A
Papaya,56.2,51.8,51.2,6.5,134.5,41.5,94.9,2.74,Paramparagat Krishi
Mango,25.1,23.7,34.9,5.6,93.1,33.5,46.5,2.1,Fasal Bima Yojana
Mothbeans,18.6,48.2,22.5,5.9,56.7,30.9,58.0,1.75,Fasal Bima Yojana
Grapes,24.3,132.1,196.0,6.1,67.7,19.1,81.8,1.39,Paramparagat Krishi
Chickpea,30.7,71.7,78.9,7.3,84.9,21.3,18.2,5.21,Kisan Credit Card
Mothbeans,22.6,58.6,20.3,5.1,67.7,24.5,42.7,3.25,Paramparagat Krishi
Banana,92.6,92.2,48.4,5.9,99.6,27.7,84.8,2.21,Kisan Credit Card
Mango,19.2,29.8,33.9,5.8,98.9,27.1,54.5,3.94,Fasal Bima Yojana
Jute,82.4,50.2,38.6,6.1,188.8,23.2,89.7,2.69,Fasal Bima Yojana
Watermelon,108.9,16.3,50.4,6.1,59.6,25.6,87.2,3.5,PM-Kisan
Papaya,56.8,49.6,46.9,6.7,181.3,32.8,93.0,1.77,PM-Kisan
Cotton,132.9,45.4,21.4,7.4,70.8,23.1,50.4,1.94,PM-Kisan
Blackgram,42.5,65.0,15.1,7.3,74.5,25.9,60.1,1.34,Fasal Bima Yojana
Coffee,100.8,18.1,28.2,6.3,186.6,25.6,56.4,5.66,Fasal Bima Yojana
Jute,61.1,43.5,44.8,6.1,186.7,23.8,72.7,3.15,PM-Kisan
Chickpea,38.3,67.6,75.8,6.8,72.5,20.2,18.5,6.71,None
Coffee,115.1,27.3,25.6,6.5,181.8,23.6,67.8,2.88,Fasal Bima Yojana
Banana,111.0,76.2,51.0,6.1,115.4,25.0,78.3,1.24,Kisan Credit Card
Banana,93.7,71.2,48.5,6.0,100.4,25.5,82.1,0.99,PM-Kisan
Mango,35.5,38.9,30.4,5.1,96.5,27.0,52.2,0.97,PM-Kisan
Mothbeans,18.8,58.4,24.5,8.3,65.8,24.3,53.6,0.96,State Subsidy A
Orange,18.6,22.1,11.5,6.3,113.7,11.5,94.8,1.45,PM-Kisan
Cotton,132.8,35.0,19.8,7.3,64.2,23.7,54.7,2.13,PM-Kisan
Orange,26.1,27.3,10.4,7.1,113.3,27.7,91.5,4.75,Kisan Credit Card
Mothbeans,32.1,41.0,24.3,4.4,63.1,27.1,50.2,2.57,Fasal Bima Yojana
Pomegranate,20.9,15.6,44.9,5.8,115.9,22.2,92.5,3.5,State Subsidy A
Watermelon,114.2,15.9,49.9,6.1,44.0,25.1,88.1,2.14,State Subsidy A
Lentil,18.0,78.2,24.2,6.9,37.4,19.4,65.3,2.36,Soil Health Card
Chickpea,54.4,64.6,77.5,6.2,61.0,21.1,23.6,2.03,Kisan Credit Card
Banana,117.8,81.0,46.8,5.6,118.2,26.0,83.0,1.39,PM-Kisan
Orange,35.8,20.5,10.1,7.1,111.5,28.6,90.6,5.32,None
Banana,82.4,72.8,46.6,6.5,99.4,27.6,77.4,1.49,Fasal Bima Yojana
Grapes,30.5,122.5,198.9,6.1,73.0,38.0,82.7,3.33,Paramparagat Krishi
Pigeonpeas,19.9,55.6,22.5,5.7,115.8,27.2,49.7,3.51,Soil Health Card
Rice,76.3,36.9,41.3,7.4,253.8,26.3,90.8,2.41,Fasal Bima Yojana
Maize,62.2,58.4,17.8,6.0,96.9,23.6,60.6,2.24,PM-Kisan
Maize,89.1,44.8,21.6,6.4,83.6,22.5,61.5,3.01,PM-Kisan
Muskmelon,81.6,19.3,45.5,6.2,22.4,29.8,91.3,6.46,Soil Health Card
Banana,113.0,72.6,46.0,5.9,92.1,27.1,75.8,6.14,Kisan Credit Card
Mothbeans,15.6,53.3,15.3,4.6,45.5,31.7,61.6,3.42,Kisan Credit Card
Banana,87.1,76.6,51.0,6.1,115.7,29.6,79.3,1.37,Fasal Bima Yojana
Coconut,16.6,17.6,26.6,5.5,130.8,25.5,92.7,1.43,PM-Kisan
Muskmelon,90.3,17.4,48.7,6.5,26.4,28.4,90.0,3.09,Paramparagat Krishi
Mothbeans,16.4,36.0,19.3,5.1,42.0,28.3,52.5,1.86,Kisan Credit Card
Pomegranate,37.0,19.3,40.6,6.7,119.0,24.2,87.8,4.96,State Subsidy A
Jute,64.4,45.4,37.8,6.6,189.4,25.7,85.0,2.26,Paramparagat Krishi
Cotton,125.6,53.1,24.4,7.1,82.8,23.7,57.9,2.28,PM-Kisan
Coffee,99.4,29.6,25.5,7.0,136.5,24.0,69.5,1.88,PM-Kisan
